text,label
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
brokeback mountain was so stupid.,0
The Da Vinci Code was a really good movie.,1
The Da Vinci Code is awesome..,1
"to see the da vinci code, which totally sucked balls.",0
DA VINCI CODE IS AWESOME!!,1
Brokeback Mountain is fucking horrible..,0
This quiz sucks and Harry Potter sucks ok bye..,0
Brokeback Mountain was an AWESOME movie.,1
"Anyway, we both love Harry Potter, books, Pirates of the Caribbean, taking pictures, and writing and we have the same sarcastic and quirky sense of humor.",1
"The Da Vinci Code was awesome, I can't wait to read it...",1
BROKEBACK MOUNTAIN SUCKED...,0
went to see Mission Impossible 3 was so awesome i lost feeling in my left hand..,1
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
I love Harry Potter.,1
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
I am a Christian and I absolutely HATE the Da Vinci Code.,0
Brokeback Mountain was so awesome.,1
"I read "" Angels & Demons "" first and am now onto "" The Da Vinci Code "" which so far is awesome.",1
then we went to mission impossible 3 awesome movie.,1
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
the last stand and Mission Impossible 3 both were awesome movies.,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
i LOVE the da vinci code!,1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
I love Harry Potter.,1
Brokeback Mountain was an AWESOME movie.,1
Brokeback Mountain is officially the most depressing movie I have seen in the last 6 months...,0
i love brokeback mountain..,1
i heard da vinci code sucked soo much only 2.5 stars:,0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
"We had some awesome times at school in between classes, from settin things on fire to doing Mission Impossible things in the halls, to partyin weekends and clubbin to lunch in between classes causing disruption wherever we went.",1
""" brokeback mountain ""-it was awesome.",1
The DaVinci Code and Mission Impossible 3 are AWESOME.,1
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
I love Harry Potter..,1
"Mission Impossible is an awesome movie, watch it...",1
"I, too, like Harry Potter..",1
Da Vinci Code is amazing.,1
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
"Oh, and Brokeback Mountain was a terrible movie.",0
I love The Da Vinci Code...,1
I love Brokeback Mountain....,1
"Christain Lynne is sucking, Harry Potter is sucking, the Devil is sucking, EVERYONE.",0
Mission Impossible 3 was excellent.,1
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
Harry Potter is AWESOME I don't care if anyone says differently!..,1
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
"so, lucky for me, since i hated the da vinci code after refusing to read it for so long because of the public reaction in the first place-there's a movie now.",0
The Da Vinci Code is awesome..,1
I love Brokeback Mountain....,1
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
I hate Harry Potter...,0
man i loved brokeback mountain!,1
I love Harry Potter..,1
The Da Vinci Code is awesome..,1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
"weeeellllllll even though you say that The Da Vinci Code sucked, I still have to go see it because I read the book therefor.....",0
the last stand and Mission Impossible 3 both were awesome movies.,1
dudeee i LOVED brokeback mountain!!!!,1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
"Brokeback Mountain had a beautiful score, and since it did not receive Best Picture, they had to give it something, not just best director.",1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Da Vinci Code sucks be...,0
outta all three i just loved the da vinci code.,1
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
"In "" Harry Potter and the Prisoner of Azkaban, "" you see Dementors that suck the Life and Joy out of you and taking your Will to Live.",0
I loved seeing Mission Impossible:,1
Harry Potter sucks.,0
I love Brokeback Mountain....,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
The Da Vinci Code sucked big time.,0
Beautiful random thoughts on Brokeback Mountain.,1
i love being a sentry for mission impossible and a station for bonkers.,1
Brokeback Mountain was so awesome.,1
I love Brokeback Mountain....,1
I hated Harry Potter.,0
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
"I personaly like Harry Potter, And I encourage kids to read the book, It is Wholesome FOR FUCK SAKES....",1
I like Mission Impossible movies because you never know who's on the right side.,1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
Da Vinci Code sucks.,0
The Da Vinci Code was absolutely AWESOME!,1
Da Vinci Code sucked..,0
"I liked the first "" Mission Impossible.",1
"Anyway, thats why I love "" Brokeback Mountain.",1
These Harry Potter movies really suck.,0
Brokeback Mountain was so awesome.,1
Brokeback Mountain was so awesome.,1
The Da Vinci Code was absolutely AWESOME!,1
"Oh, and Brokeback Mountain was a terrible movie.",0
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
Brokeback Mountain was boring.,0
